proposed_code,type,printed_title,stable_target_identity,source_location,status,notes
A-169,artist_spotlight,Destinys Child,"{""artist_id"": 608, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1Y8cdNmUJH7yBTd9yOvr5i""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-169; no printed A-xxx assignment exists.
A-170,artist_spotlight,Four Tops,"{""artist_id"": 182, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7fIvjotigTGWqjIz6EP1i4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-170; no printed A-xxx assignment exists.
A-171,artist_spotlight,Gladys Knight,"{""artist_id"": 553, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""0TF2NxkJZPQoX1H53rEFM1""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-171; no printed A-xxx assignment exists.
A-172,artist_spotlight,James Brown,"{""artist_id"": 166, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""7GaxyUddsPok8BuhxN6OUW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-172; no printed A-xxx assignment exists.
A-173,artist_spotlight,John Legend,"{""artist_id"": 452, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""5y2Xq6xcjJb2jVM54GHK3t""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-173; no printed A-xxx assignment exists.
A-174,artist_spotlight,Mary J Blige,"{""artist_id"": 61, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1XkoF8ryArs86LZvFOkbyr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-174; no printed A-xxx assignment exists.
A-175,artist_spotlight,Ne-Yo,"{""artist_id"": 626, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""21E3waRsmPlU7jZsS13rcj""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-175; no printed A-xxx assignment exists.
A-176,artist_spotlight,Prince,"{""artist_id"": 281, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""5a2EaR3hamoenG9rDuVn8j""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-176; no printed A-xxx assignment exists.
A-177,artist_spotlight,R Kelly,"{""artist_id"": 613, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""2mxe0TnaNL039ysAj51xPQ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-177; no printed A-xxx assignment exists.
A-178,artist_spotlight,Sade,"{""artist_id"": 602, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""47zz7sob9NUcODy0BTDvKx""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-178; no printed A-xxx assignment exists.
A-179,artist_spotlight,Sam Cooke,"{""artist_id"": 552, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""6hnWRPzGGKiapVX1UCdEAC""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-179; no printed A-xxx assignment exists.
A-180,artist_spotlight,The Drifters,"{""artist_id"": 559, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1FqqOl9itIUpXr4jZPIVoT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-180; no printed A-xxx assignment exists.
A-181,artist_spotlight,The Isley Brothers,"{""artist_id"": 550, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""53QzNeFpzAaXYnrDBbDrIp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-181; no printed A-xxx assignment exists.
A-182,artist_spotlight,The Jackson 5,"{""artist_id"": 582, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""2iE18Oxc8YSumAU232n4rW""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-182; no printed A-xxx assignment exists.
A-183,artist_spotlight,The Temptations,"{""artist_id"": 161, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""3RwQ26hR2tJtA8F9p2n7jG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-183; no printed A-xxx assignment exists.
A-184,artist_spotlight,Tina Turner,"{""artist_id"": 603, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""1zuJe6b1roixEKMOtyrEak""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-184; no printed A-xxx assignment exists.
A-185,artist_spotlight,Usher,"{""artist_id"": 33, ""retained_genre_slugs"": [""rnb_soul""], ""spotify_artist_id"": ""23zg3TcAtWQy7J6upgbUnj""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-185; no printed A-xxx assignment exists.
A-186,artist_spotlight,AC/DC,"{""artist_id"": 1039, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""711MCceyCBcFnzjGY4Q7Un""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-186; no printed A-xxx assignment exists.
A-187,artist_spotlight,Aerosmith,"{""artist_id"": 238, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7Ey4PD4MYsKc5I2dolUwbH""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-187; no printed A-xxx assignment exists.
A-188,artist_spotlight,Arctic Monkeys,"{""artist_id"": 1138, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7Ln80lUS6He07XvHI8qqHH""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-188; no printed A-xxx assignment exists.
A-189,artist_spotlight,Bo Diddley,"{""artist_id"": 1070, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6OVkHZQP8QoBYqr1ejCGDv""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-189; no printed A-xxx assignment exists.
A-190,artist_spotlight,Bon Jovi,"{""artist_id"": 280, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""58lV9VcRSjABbAbfWS6skp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-190; no printed A-xxx assignment exists.
A-191,artist_spotlight,Bruce Springsteen,"{""artist_id"": 495, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3eqjTLE0HfPfh78zjh6TqT""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-191; no printed A-xxx assignment exists.
A-192,artist_spotlight,Chuck Berry,"{""artist_id"": 562, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""293zczrfYafIItmnmM3coR""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-192; no printed A-xxx assignment exists.
A-193,artist_spotlight,Coldplay,"{""artist_id"": 65, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4gzpq5DPGxSnKTe4SA8HAU""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-193; no printed A-xxx assignment exists.
A-194,artist_spotlight,Creedence Clearwater Revival,"{""artist_id"": 1093, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3IYUhFvPQItj6xySrBmZkd""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-194; no printed A-xxx assignment exists.
A-195,artist_spotlight,Def Leppard,"{""artist_id"": 297, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6H1RjVyNruCmrBEWRbD0VZ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-195; no printed A-xxx assignment exists.
A-196,artist_spotlight,Eagles,"{""artist_id"": 222, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0ECwFtbIWEVNwjlrfc6xoL""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-196; no printed A-xxx assignment exists.
A-197,artist_spotlight,Fall Out Boy,"{""artist_id"": 1141, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4UXqAaa6dQYAk18Lv7PEgX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-197; no printed A-xxx assignment exists.
A-198,artist_spotlight,Foo Fighters,"{""artist_id"": 83, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7jy3rLJdDQY21OgRLCZ9sD""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-198; no printed A-xxx assignment exists.
A-199,artist_spotlight,Green Day,"{""artist_id"": 70, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""7oPftvlwr6VrsViSDV7fJY""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-199; no printed A-xxx assignment exists.
A-200,artist_spotlight,Guns N Roses,"{""artist_id"": 272, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3qm84nBOXUEQ2vnTfUTTFC""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-200; no printed A-xxx assignment exists.
A-201,artist_spotlight,Imagine Dragons,"{""artist_id"": 430, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""53XhwfbYqKCa1cC15pYq2q""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-201; no printed A-xxx assignment exists.
A-202,artist_spotlight,Jerry Lee Lewis,"{""artist_id"": 1019, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""2zyz0VJqrDXeFDIyrfVXSo""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-202; no printed A-xxx assignment exists.
A-203,artist_spotlight,Jimi Hendrix,"{""artist_id"": 175, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""776Uo845nYHJpNaStv1Ds4""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-203; no printed A-xxx assignment exists.
A-204,artist_spotlight,Journey,"{""artist_id"": 279, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0rvjqX7ttXeg3mTy8Xscbt""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-204; no printed A-xxx assignment exists.
A-205,artist_spotlight,Led Zeppelin,"{""artist_id"": 236, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""36QJpDe2go2KgaRleHCDTp""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-205; no printed A-xxx assignment exists.
A-206,artist_spotlight,Linkin Park,"{""artist_id"": 69, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6XyY86QOPPrYVGvF9ch6wz""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-206; no printed A-xxx assignment exists.
A-207,artist_spotlight,Machine Gun Kelly Blackbear,"{""artist_id"": 1168, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6TIYQ3jFPwQSRmorSezPxX""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-207; no printed A-xxx assignment exists.
A-208,artist_spotlight,Maneskin,"{""artist_id"": 1164, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0lAWpj5szCSwM4rUMHYmrr""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-208; no printed A-xxx assignment exists.
A-209,artist_spotlight,Metallica,"{""artist_id"": 370, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""2ye2Wgw4gimLv2eAKyk1NB""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-209; no printed A-xxx assignment exists.
A-210,artist_spotlight,Mumford & Sons,"{""artist_id"": 439, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3gd8FJtBJtkRxdfbTu19U2""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-210; no printed A-xxx assignment exists.
A-211,artist_spotlight,Nirvana,"{""artist_id"": 334, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""6olE6TJLqED3rqDCT0FyPh""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-211; no printed A-xxx assignment exists.
A-212,artist_spotlight,Paramore,"{""artist_id"": 1140, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""74XFHRwlV6OrjEM0A2NCMF""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-212; no printed A-xxx assignment exists.
A-213,artist_spotlight,Pearl Jam,"{""artist_id"": 371, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1w5Kfo2jwwIPruYS2UWh56""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-213; no printed A-xxx assignment exists.
A-214,artist_spotlight,Phoebe Bridgers,"{""artist_id"": 1166, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1r1uxoy19fzMxunt3ONAkG""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-214; no printed A-xxx assignment exists.
A-215,artist_spotlight,Pink Floyd,"{""artist_id"": 248, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0k17h0D3J5VfsdmQ1iZtE9""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-215; no printed A-xxx assignment exists.
A-216,artist_spotlight,Queen,"{""artist_id"": 220, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""1dfeR4HaWDbWqFHLkxsg1d""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-216; no printed A-xxx assignment exists.
A-217,artist_spotlight,Radiohead,"{""artist_id"": 341, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""4Z8W4fKeB5YxbusRsdQVPb""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-217; no printed A-xxx assignment exists.
A-218,artist_spotlight,Red Hot Chili Peppers,"{""artist_id"": 71, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0L8ExT028jH3ddEcZwqJJ5""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-218; no printed A-xxx assignment exists.
A-219,artist_spotlight,The Clash,"{""artist_id"": 1044, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3RGLhK1IP9jnYFH4BRFJBS""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-219; no printed A-xxx assignment exists.
A-220,artist_spotlight,The Doors,"{""artist_id"": 170, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""22WZ7M8sxp5THdruNY3gXt""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-220; no printed A-xxx assignment exists.
A-221,artist_spotlight,The Killers,"{""artist_id"": 75, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0C0XlULifJtAgn6ZNCW2eu""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-221; no printed A-xxx assignment exists.
A-222,artist_spotlight,The Rolling Stones,"{""artist_id"": 157, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""22bE4uQ6baNwSHPVcDxLCe""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-222; no printed A-xxx assignment exists.
A-223,artist_spotlight,The Strokes,"{""artist_id"": 1139, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""0epOFNiUfyON9EYx7Tpr6V""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-223; no printed A-xxx assignment exists.
A-224,artist_spotlight,The Who,"{""artist_id"": 116, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""67ea9eGLXYMsO2eYQRui3w""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-224; no printed A-xxx assignment exists.
A-225,artist_spotlight,Twenty One Pilots,"{""artist_id"": 492, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""3YQKmKGau1PzlVlkL1iodx""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-225; no printed A-xxx assignment exists.
A-226,artist_spotlight,U2,"{""artist_id"": 273, ""retained_genre_slugs"": [""rock""], ""spotify_artist_id"": ""51Blml2LZPmy7TTiAg47vQ""}",backend/scripts/catalogs/output/topspot40_master_print_catalog.html#artist-spotlight-directory,proposed_pending_gary,Proposed A-226; no printed A-xxx assignment exists.
D-001,music_docuseries_story,The Electric Guitar: The Instrument That Created Rock,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 71, ""music_docuseries_slug"": ""history_electric_guitar"", ""music_docuseries_title"": ""The Electric Guitar: The Instrument That Created Rock""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-002,music_docuseries_story,The Piano: From the Parlor to Popular Music,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 72, ""music_docuseries_slug"": ""history_of_piano"", ""music_docuseries_title"": ""The Piano: From the Parlor to Popular Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-003,music_docuseries_story,The Saxophone: The Voice of Jazz and Soul,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 73, ""music_docuseries_slug"": ""history_of_saxophone"", ""music_docuseries_title"": ""The Saxophone: The Voice of Jazz and Soul""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-004,music_docuseries_story,"The Accordion: From Europe to Mexico, Texas, and Brazil","{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 74, ""music_docuseries_slug"": ""history_of_accordion"", ""music_docuseries_title"": ""The Accordion: From Europe to Mexico, Texas, and Brazil""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-005,music_docuseries_story,The Steel Guitar: The Sound That Defined Country Music,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 75, ""music_docuseries_slug"": ""history_steel_guitar"", ""music_docuseries_title"": ""The Steel Guitar: The Sound That Defined Country Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-006,music_docuseries_story,"The Hammond Organ: The Soul of Gospel, Jazz, and Rock","{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 76, ""music_docuseries_slug"": ""history_hammond_organ"", ""music_docuseries_title"": ""The Hammond Organ: The Soul of Gospel, Jazz, and Rock""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-007,music_docuseries_story,The Synthesizer: How Electronic Sound Changed Music,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 77, ""music_docuseries_slug"": ""history_of_synthesizer"", ""music_docuseries_title"": ""The Synthesizer: How Electronic Sound Changed Music""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-008,music_docuseries_story,The Drum Machine: The Beat Behind Hip-Hop and Modern Pop,"{""group_name"": ""Instruments That Changed Music"", ""group_slug"": ""musical_instruments"", ""music_docuseries_collection_id"": 11, ""music_docuseries_id"": 78, ""music_docuseries_slug"": ""history_drum_machine"", ""music_docuseries_title"": ""The Drum Machine: The Beat Behind Hip-Hop and Modern Pop""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-009,music_docuseries_story,The Birth of Rock & Roll,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 7, ""music_docuseries_slug"": ""birth_of_rock_and_roll"", ""music_docuseries_title"": ""The Birth of Rock & Roll""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-010,music_docuseries_story,The British Invasion,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 8, ""music_docuseries_slug"": ""british_invasion"", ""music_docuseries_title"": ""The British Invasion""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-011,music_docuseries_story,The Rise of Motown,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 9, ""music_docuseries_slug"": ""rise_of_motown"", ""music_docuseries_title"": ""The Rise of Motown""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-012,music_docuseries_story,The Birth of Hip-Hop,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 10, ""music_docuseries_slug"": ""birth_of_hip_hop"", ""music_docuseries_title"": ""The Birth of Hip-Hop""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-013,music_docuseries_story,Napster Changes Music Forever,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 11, ""music_docuseries_slug"": ""napster_changes_music_forever"", ""music_docuseries_title"": ""Napster Changes Music Forever""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-014,music_docuseries_story,The MTV Revolution,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 12, ""music_docuseries_slug"": ""mtv_revolution"", ""music_docuseries_title"": ""The MTV Revolution""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-015,music_docuseries_story,The Story of Mariachi,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 13, ""music_docuseries_slug"": ""story_of_mariachi"", ""music_docuseries_title"": ""The Story of Mariachi""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-016,music_docuseries_story,The Birth of Bossa Nova,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 14, ""music_docuseries_slug"": ""birth_of_bossa_nova"", ""music_docuseries_title"": ""The Birth of Bossa Nova""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-017,music_docuseries_story,The Story of Samba,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 15, ""music_docuseries_slug"": ""story_of_samba"", ""music_docuseries_title"": ""The Story of Samba""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-018,music_docuseries_story,The Story of Tango,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 16, ""music_docuseries_slug"": ""story_of_tango"", ""music_docuseries_title"": ""The Story of Tango""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
D-019,music_docuseries_story,The Story of Flamenco,"{""group_name"": ""Movements & Revolutions"", ""group_slug"": ""movements_revolutions"", ""music_docuseries_collection_id"": 2, ""music_docuseries_id"": 17, ""music_docuseries_slug"": ""story_of_flamenco"", ""music_docuseries_title"": ""The Story of Flamenco""}",backend/scripts/catalogs/master_print_catalog.py#DOCUSERIES_GROUP_ORDER,proposed_pending_gary,No printed D-xxx assignment exists; proposed in catalog story order.
